eid	pid	detectorId	is_primary	posx	posy	posz	del_posx	del_posy	del_posz	del_t	globTime	propTime	localTime	ni_edep	tot_edep	tot_E	tot_KE	momx	momy	momz	px	py	pz
2	-13	Box-224	0	0.313785	7056.05	0.0201115	0.00100326	-0.1	-0.000201445	0.000333696	3.98425	0.10258	3.98425	0	1.33084e-8	4.04377	3.93811	0.0405534	-4.04218	-0.00814275	0.010032	-0.999948	-0.00201434
2	-13	Box-223	0	1.68513	6960.05	0.188786	0.0017929	-0.1	0.000588169	0.000333741	4.30462	0.111007	4.30462	0	0	3.97599	3.87033	0.0712476	-3.97388	0.0233731	0.0179258	-0.999822	0.00588064
2	-13	Box-222	0	3.64575	6864.05	0.973928	0.00229227	-0.1	0.000819542	0.000333785	4.62503	0.119572	4.62503	0	0	3.9118	3.80614	0.0896097	-3.90922	0.0320377	0.0229159	-0.999704	0.00819299
2	-13	Box-221	0	6.05515	6768.05	2.81393	0.00297544	-0.1	0.00319497	0.000334008	4.94555	0.12829	4.94555	0	0	3.83839	3.73273	0.114057	-3.83328	0.122472	0.0297261	-0.999048	0.0319193
2	-13	Box-220	0	8.5709	6672.05	6.48547	0.00178452	-0.1	0.00462308	0.000334104	5.26625	0.137166	5.26625	0	0	3.77623	3.67057	0.0672786	-3.77013	0.174296	0.0178233	-0.998774	0.0461741
2	-13	Box-219	0	10.502	6576.05	11.2839	0.00223401	-0.1	0.00548864	0.000334285	5.58706	0.146204	5.58706	0	0	3.70736	3.60171	0.0826443	-3.69937	0.203045	0.022301	-0.998249	0.0547903
2	-13	Box-218	0	12.7124	6480.05	17.199	0.00221108	-0.1	0.00715234	0.000334639	5.90812	0.155428	5.90812	0	0	3.63316	3.52751	0.0800739	-3.62149	0.259021	0.0220491	-0.997209	0.0713238
2	-13	Box-217	0	14.3484	6384.05	23.7572	0.00115942	-0.1	0.00562143	0.000334261	6.22928	0.164856	6.22928	0	0	3.55485	3.4492	0.0411299	-3.54744	0.199417	0.0115752	-0.998357	0.0561219
2	-13	Box-216	0	15.2426	6288.05	29.2246	0.000331505	-0.1	0.00552262	0.000334229	6.55018	0.174481	6.55018	0	0	3.4677	3.36204	0.0114727	-3.4608	0.191126	0.00330999	-0.998473	0.0551418
2	-13	Box-215	0	16.2486	6192.05	34.8155	0.00192365	-0.1	0.00582638	0.000334354	6.87112	0.184356	6.87112	0	0	3.39392	3.28827	0.065133	-3.38591	0.197276	0.0192004	-0.998123	0.0581545
2	-13	Box-214	0	18.0992	6096.05	41.2528	0.00205034	-0.1	0.00747416	0.000334736	7.19229	0.194474	7.19229	0	0	3.30135	3.19569	0.0674518	-3.28979	0.245884	0.0204421	-0.99701	0.0745181
2	-13	Box-213	0	20.6293	6000.05	48.6116	0.00341336	-0.1	0.00767445	0.000334923	7.51374	0.20491	7.51374	0	0	3.18292	3.07726	0.108204	-3.17001	0.243281	0.0340138	-0.996491	0.0764753
2	-13	Box-212	0	24.0569	5904.05	56.5236	0.00355431	-0.1	0.00873577	0.000335238	7.83543	0.2157	7.83543	0	0	3.1071	3.00144	0.109884	-3.09158	0.270073	0.0353861	-0.995582	0.0869718
2	-13	Box-211	0	27.3652	5808.05	64.7976	0.00291123	-0.1	0.00819472	0.000335026	8.15722	0.226738	8.15722	0	0	3.03815	2.93249	0.0880617	-3.0249	0.247882	0.0290028	-0.99624	0.081639
2	-13	Box-210	0	30.0241	5712.05	73.1464	0.00222844	-0.1	0.00942391	0.000335336	8.47897	0.237975	8.47897	0	0	2.97731	2.87165	0.0659969	-2.96158	0.279097	0.0221806	-0.995344	0.0938003
2	-13	Box-209	0	32.0108	5616.05	83.3104	0.00188633	-0.1	0.0113714	0.000335995	8.80128	0.249534	8.80128	0	0	2.90436	2.7987	0.0543894	-2.88334	0.327877	0.0187392	-0.993422	0.112966
2	-13	Box-208	0	33.8674	5520.05	94.5397	0.00270888	-0.1	0.0125659	0.000336542	9.12397	0.261369	9.12397	0	0	2.84004	2.73438	0.0762527	-2.81491	0.353719	0.0268678	-0.991839	0.124633
2	-13	Box-207	0	36.9297	5424.05	106.984	0.00379288	-0.1	0.0135631	0.0003371	9.44726	0.273496	9.44726	0	0	2.77521	2.66956	0.104156	-2.7461	0.372456	0.0375582	-0.990228	0.134305
2	-13	Box-206	0	40.7722	5328.05	120.333	0.0047933	-0.1	0.0138997	0.000337406	9.77106	0.28588	9.77106	0	0	2.71577	2.61011	0.128693	-2.68485	0.373187	0.0474231	-0.989363	0.137519
2	-13	Box-205	0	45.0226	5232.05	133.566	0.00437223	-0.1	0.0134512	0.000337156	10.0949	0.298643	10.0949	0	0	2.62979	2.52413	0.113756	-2.60177	0.349971	0.0432914	-0.990145	0.133187
2	-13	Box-204	0	49.5009	5136.05	146.989	0.00448005	-0.1	0.014587	0.000337718	10.4188	0.311869	10.4188	0	0	2.53789	2.43223	0.1123	-2.50668	0.365648	0.0442878	-0.988557	0.1442
2	-13	Box-203	0	53.8482	5040.05	161.959	0.00467324	-0.1	0.0165964	0.0003388	10.7436	0.325609	10.7436	0	0	2.45268	2.34702	0.112848	-2.41477	0.400764	0.0460528	-0.985459	0.16355
2	-13	Box-202	0	57.6053	4944.05	178.57	0.00255732	-0.1	0.0180376	0.000339396	11.0691	0.339916	11.0691	0	0	2.35599	2.25033	0.059215	-2.31551	0.417662	0.0251591	-0.983807	0.177455
2	-13	Box-201	0	60.1051	4848.05	196.339	0.00263773	-0.1	0.0187606	0.000339859	11.3952	0.354674	11.3952	0	0	2.29063	2.18497	0.0593016	-2.2482	0.421777	0.0259163	-0.982523	0.184328
