eid	pid	detectorId	is_primary	posx	posy	posz	del_posx	del_posy	del_posz	del_t	globTime	propTime	localTime	ni_edep	tot_edep	tot_E	tot_KE	momx	momy	momz	px	py	pz
0	-13	Box-224	0	-0.258494	7056.05	0.19845	-0.000395957	-0.1	0.000356907	0.000333606	3.98336	0.0592445	3.98336	0	0	7.04273	6.93708	-0.0278827	-7.04184	0.0251328	-0.00395951	-0.999986	0.00356902
0	-13	Box-223	0	-0.569529	6960.05	0.652373	-0.00036021	-0.1	0.000667273	0.000333612	4.30363	0.0640832	4.30363	0	0	6.94409	6.83843	-0.0250097	-6.94309	0.0463294	-0.003602	-0.999971	0.00667254
0	-13	Box-222	0	-0.875314	6864.05	1.36983	-0.000291615	-0.1	0.000971619	0.000333621	4.6239	0.0689746	4.6239	0	0	6.87907	6.77342	-0.020057	-6.87791	0.0668271	-0.002916	-0.999949	0.00971569
0	-13	Box-221	0	-1.04736	6768.05	2.49973	-4.98577e-5	-0.1	0.00131474	0.000333633	4.94418	0.0739141	4.94418	0	0	6.81265	6.70699	-0.00339592	-6.81124	0.0895502	-0.000498534	-0.999913	0.0131463
0	-13	Box-220	0	-0.840474	6672.05	4.56323	0.000409411	-0.1	0.00292231	0.00033375	5.26453	0.0788969	5.26453	0	5.17536e-8	6.75569	6.65003	0.0276431	-6.75192	0.197312	0.00409233	-0.999565	0.0292104
0	-13	Box-219	0	-0.553176	6576.05	7.38466	0.000214754	-0.1	0.0030608	0.000333763	5.58493	0.0839277	5.58493	0	0	6.69168	6.58602	0.0143621	-6.6877	0.204697	0.00214653	-0.99953	0.0305936
0	-13	Box-218	0	-0.433504	6480.05	10.4184	0.000297231	-0.1	0.00332617	0.000333793	5.90535	0.0890059	5.90535	0	0	6.62603	6.52037	0.0196811	-6.6215	0.220242	0.00297065	-0.999443	0.0332432
0	-13	Box-217	0	-0.0126412	6384.05	13.815	0.000480766	-0.1	0.00368226	0.000333837	6.22582	0.0941414	6.22582	0	0	6.55359	6.44793	0.0314816	-6.54822	0.241122	0.00480435	-0.999311	0.0367972
0	-13	Box-216	0	0.532877	6288.05	17.5424	0.000717648	-0.1	0.0039296	0.000333875	6.54633	0.0993428	6.54633	0	5.9875e-8	6.43642	6.33076	0.0461478	-6.43043	0.25269	0.00717076	-0.999203	0.0392647
0	-13	Box-215	0	1.33248	6192.05	21.5168	0.000819683	-0.1	0.00415016	0.000333911	6.86688	0.1047	6.86688	0	1.27726e-8	6.22116	6.1155	0.0509429	-6.21471	0.257921	0.00818983	-0.999106	0.0414647
0	-13	Box-214	0	2.23803	6096.05	25.9743	0.00100815	-0.1	0.00536019	0.000334109	7.18751	0.110172	7.18751	0	0	6.15331	6.04765	0.0619334	-6.14328	0.329291	0.0100665	-0.998516	0.0535224
0	-13	Box-213	0	2.98986	6000.05	31.4265	0.000527404	-0.1	0.00602593	0.000334224	7.50831	0.115699	7.50831	0	0	6.09352	5.98786	0.032074	-6.08149	0.366466	0.00526442	-0.998176	0.0601494
0	-13	Box-212	0	3.55597	5904.05	37.4164	0.000441969	-0.1	0.00652772	0.000334329	7.82921	0.121287	7.82921	0	0	6.0296	5.92394	0.026588	-6.01581	0.392695	0.00441026	-0.997867	0.0651379
0	-13	Box-211	0	3.56599	5808.05	43.4316	-0.000628726	-0.1	0.00634246	0.000334294	8.15011	0.126962	8.15011	0	0	5.9252	5.81954	-0.0371719	-5.91226	0.374983	-0.00627453	-0.997975	0.0632961
0	-13	Box-210	0	2.83881	5712.05	49.9414	-0.0011878	-0.1	0.00698928	0.000334456	8.47113	0.132705	8.47113	0	0	5.86348	5.75782	-0.0694609	-5.84785	0.408722	-0.0118483	-0.997496	0.0697178
0	-13	Box-209	0	1.52755	5616.05	56.9613	-0.0016392	-0.1	0.00763429	0.000334635	8.79229	0.138517	8.79229	0	1.95328e-7	5.80057	5.69491	-0.0947788	-5.78201	0.441415	-0.0163423	-0.996965	0.0761112
0	-13	Box-208	0	0.0933382	5520.05	64.4624	-0.00120501	-0.1	0.00763664	0.000334617	9.11358	0.144405	9.11358	0	0	5.71312	5.60746	-0.0686272	-5.69515	0.434918	-0.0120143	-0.997025	0.0761392
0	-13	Box-207	0	-0.988842	5424.05	71.9077	-0.00138308	-0.1	0.00827976	0.000334796	9.43484	0.150365	9.43484	0	3.10183e-8	5.65026	5.5446	-0.0778604	-5.62948	0.466107	-0.0137824	-0.996495	0.0825074
0	-13	Box-206	0	-2.29223	5328.05	80.1986	-0.00138871	-0.1	0.00909027	0.000335031	9.75634	0.156399	9.75634	0	3.62161e-8	5.58781	5.48215	-0.0772587	-5.56334	0.505722	-0.0138288	-0.995799	0.0905208
0	-13	Box-205	0	-3.54443	5232.05	89.1123	-0.00145551	-0.1	0.00949914	0.000335162	10.078	0.162509	10.078	0	0	5.5237	5.41804	-0.0800148	-5.49736	0.522202	-0.0144884	-0.995414	0.0945558
0	-13	Box-204	0	-5.39309	5136.05	98.1984	-0.00267742	-0.1	0.00915632	0.000335141	10.3998	0.168692	10.3998	0	2.47757e-8	5.45506	5.3494	-0.145368	-5.42939	0.497132	-0.0266532	-0.99548	0.0911494
0	-13	Box-203	0	-7.75114	5040.05	107.131	-0.00222141	-0.1	0.00942221	0.000335188	10.7216	0.17496	10.7216	0	0	5.38253	5.27687	-0.118989	-5.35645	0.504696	-0.0221107	-0.995347	0.0937837
0	-13	Box-202	0	-9.99976	4944.05	116.104	-0.00239262	-0.1	0.00904587	0.000335087	11.0433	0.181314	11.0433	0	4.669e-8	5.31139	5.20573	-0.126504	-5.28724	0.478277	-0.0238222	-0.995651	0.0900653
0	-13	Box-201	0	-12.2835	4848.05	124.509	-0.00256257	-0.1	0.00863588	0.000334983	11.3649	0.187749	11.3649	0	0	5.24172	5.13606	-0.133754	-5.21952	0.450751	-0.0255223	-0.995967	0.0860105
0	-13	Box-200	0	-14.6376	4752.05	132.878	-0.00206143	-0.1	0.00856701	0.000334926	11.6865	0.194266	11.6865	0	0	5.17689	5.07123	-0.106284	-5.15584	0.441701	-0.0205348	-0.99614	0.0853394
0	-13	Box-199	0	-16.7901	4656.05	141.527	-0.00295879	-0.1	0.00969164	0.000335344	12.0082	0.20086	12.0082	0	1.21706e-7	5.11465	5.00899	-0.150528	-5.0875	0.493062	-0.0294371	-0.994905	0.0964226
0	-13	Box-198	0	-19.6474	4560.05	151.107	-0.00302831	-0.1	0.0101523	0.000335504	12.3302	0.20755	12.3302	0	0	5.04476	4.9391	-0.151888	-5.01558	0.509199	-0.0301146	-0.994435	0.100958
0	-13	Box-197	0	-22.1879	4464.05	160.478	-0.00230984	-0.1	0.00989106	0.000335356	12.6522	0.214324	12.6522	0	4.81041e-8	4.97539	4.86973	-0.114309	-4.94881	0.489489	-0.0229802	-0.994881	0.0984043
0	-13	Box-196	0	-24.6283	4368.05	170.211	-0.00266925	-0.1	0.0102715	0.000335516	12.9742	0.221215	12.9742	0	0	4.89121	4.78555	-0.129799	-4.86276	0.499478	-0.0265434	-0.994416	0.102141
0	-13	Box-195	0	-27.364	4272.05	180.508	-0.00300879	-0.1	0.0112418	0.000335896	13.2965	0.228212	13.2965	0	1.57165e-8	4.82733	4.72167	-0.144236	-4.79382	0.53891	-0.0298862	-0.993296	0.111664
0	-13	Box-194	0	-30.1919	4176.05	191.728	-0.00277492	-0.1	0.0118519	0.00033611	13.6191	0.235333	13.6191	0	8.23378e-8	4.74232	4.63666	-0.130599	-4.7064	0.5578	-0.0275458	-0.992673	0.117651
0	-13	Box-193	0	-32.8473	4080.05	203.273	-0.0027731	-0.1	0.0124043	0.000336335	13.9418	0.242611	13.9418	0	0	4.63337	4.52771	-0.127429	-4.59519	0.570001	-0.0275097	-0.992019	0.123053
0	-13	Box-192	0	-35.6962	3984.05	215.72	-0.00349311	-0.1	0.0135084	0.000336885	14.265	0.250021	14.265	0	0	4.56851	4.46285	-0.15801	-4.52347	0.611049	-0.034596	-0.990406	0.133788
0	-13	Box-191	0	-38.7856	3888.05	228.945	-0.00202476	-0.1	0.0141994	0.000337071	14.5885	0.257534	14.5885	0	4.78081e-8	4.50466	4.399	-0.0902598	-4.4578	0.632983	-0.0200425	-0.98987	0.140556
