eid	pid	detectorId	is_primary	posx	posy	posz	del_posx	del_posy	del_posz	del_t	globTime	propTime	localTime	ni_edep	tot_edep	tot_E	tot_KE	momx	momy	momz	px	py	pz
0	-13	Box-224	0	-7250.01	7056.05	-7249.83	-0.00012479	-0.1	0.000468674	0.000333581	3.98308	0.0347703	3.98308	0	7.98708e-08	12.0386	11.9329	-0.0150222	-12.038	0.0564188	-0.00124789	-0.999988	0.00468668
0	-13	Box-223	0	-7250.26	6960.05	-7249.16	-0.00018502	-0.1	0.0009769	0.000333594	4.30332	0.0375856	4.30332	0	1.69909e-08	11.9736	11.8679	-0.0221516	-11.9725	0.116959	-0.00185011	-0.999951	0.00976852
0	-13	Box-222	0	-7250.55	6864.05	-7248.16	-0.000358496	-0.1	0.00101179	0.000333596	4.62357	0.0404184	4.62357	0	0	11.9072	11.8016	-0.0426827	-11.9061	0.120464	-0.00358475	-0.999942	0.0101173
0	-13	Box-221	0	-7250.94	6768.05	-7247.02	-0.000425661	-0.1	0.00136453	0.000333611	4.94383	0.0432652	4.94383	0	0	11.8444	11.7388	-0.050414	-11.8428	0.161606	-0.00425651	-0.999898	0.0136446
0	-13	Box-220	0	-7251.27	6672.05	-7245.62	-0.000108529	-0.1	0.00151206	0.000333616	5.2641	0.0461264	5.2641	0	0	11.781	11.6753	-0.0127838	-11.7792	0.178108	-0.00108517	-0.999885	0.0151189
0	-13	Box-219	0	-7251.32	6576.05	-7244.18	7.13859e-05	-0.1	0.00139866	0.00033361	5.58437	0.0490075	5.58437	0	4.46266e-08	11.6981	11.5924	0.00834963	-11.6965	0.163595	0.000713789	-0.999902	0.0139853
0	-13	Box-218	0	-7251.21	6480.05	-7242.69	0.000310921	-0.1	0.00183386	0.000333636	5.90465	0.0519035	5.90465	0	0	11.6357	11.5301	0.0361702	-11.6333	0.213338	0.00310867	-0.999827	0.0183354
0	-13	Box-217	0	-7250.89	6384.05	-7240.69	0.000187645	-0.1	0.00229349	0.000333666	6.22495	0.0548187	6.22495	0	0	11.5643	11.4586	0.0216931	-11.5607	0.265144	0.00187595	-0.999735	0.0229288
0	-13	Box-216	0	-7250.83	6288.05	-7238.38	-0.000139386	-0.1	0.00243382	0.000333677	6.54528	0.0577527	6.54528	0	0	11.4947	11.3891	-0.0160166	-11.4908	0.279666	-0.00139344	-0.999703	0.024331
0	-13	Box-215	0	-7250.86	6192.05	-7235.93	7.36714e-05	-0.1	0.00273266	0.000333703	6.86562	0.0607042	6.86562	0	0	11.4271	11.3214	0.00841498	-11.4223	0.312133	0.000736438	-0.999627	0.0273164
0	-13	Box-214	0	-7250.74	6096.05	-7233.25	0.000166364	-0.1	0.00267588	0.000333698	7.18598	0.0636719	7.18598	0	0	11.3643	11.2587	0.0188986	-11.3597	0.303973	0.00166305	-0.999641	0.0267492
0	-13	Box-213	0	-7250.48	6000.05	-7230.51	0.000381443	-0.1	0.00301438	0.000333733	7.50635	0.0666577	7.50635	0	0	11.2876	11.1819	0.0430338	-11.2819	0.340078	0.00381267	-0.999539	0.0301299
0	-13	Box-212	0	-7250.05	5904.05	-7227.51	0.000558367	-0.1	0.00324346	0.00033376	7.82675	0.0696651	7.82675	0	0	11.207	11.1014	0.0625397	-11.2005	0.363283	0.00558065	-0.999459	0.0324171
0	-13	Box-211	0	-7249.47	5808.05	-7224.17	0.000634224	-0.1	0.00379544	0.000333826	8.14718	0.072693	8.14718	0	0	11.1421	11.0364	0.0706103	-11.1333	0.422559	0.00633755	-0.99926	0.0379263
0	-13	Box-210	0	-7248.63	5712.05	-7220.39	0.00116766	-0.1	0.00406682	0.000333878	8.46768	0.0757391	8.46768	0	2.41629e-08	11.0749	10.9692	0.129195	-11.0645	0.449972	0.0116662	-0.999106	0.0406319
0	-13	Box-209	0	-7247.54	5616.05	-7216.3	0.00110182	-0.1	0.00445392	0.00033393	8.78823	0.0788031	8.78823	0	3.64961e-08	11.0108	10.9052	0.121186	-10.9987	0.489874	0.0110066	-0.998949	0.0444924
0	-13	Box-208	0	-7246.4	5520.05	-7211.88	0.00131462	-0.1	0.00491355	0.000334011	9.10883	0.0818899	9.10883	0	0	10.927	10.8213	0.143456	-10.9124	0.536184	0.0131292	-0.998709	0.049072
0	-13	Box-207	0	-7245.06	5424.05	-7206.98	0.00136153	-0.1	0.00547831	0.000334112	9.42951	0.0850312	9.42951	0	0	10.6618	10.5562	0.144926	-10.6444	0.583131	0.0135937	-0.998411	0.0546961
0	-13	Box-206	0	-7243.78	5328.05	-7201.65	0.00131294	-0.1	0.00560185	0.000334133	9.75027	0.0882252	9.75027	0	1.76489e-08	10.5519	10.4462	0.138304	-10.5339	0.590094	0.0131077	-0.998349	0.055926
0	-13	Box-205	0	-7242.36	5232.05	-7196.45	0.00174002	-0.1	0.00525126	0.000334091	10.071	0.0914458	10.071	0	0	10.4845	10.3788	0.182144	-10.4679	0.549698	0.0173736	-0.998473	0.0524324
0	-13	Box-204	0	-7240.61	5136.05	-7191.17	0.0020598	-0.1	0.0057704	0.000334207	10.3918	0.0946866	10.3918	0	0	10.4133	10.3077	0.214081	-10.3933	0.599735	0.0205594	-0.998128	0.057596
0	-13	Box-203	0	-7238.68	5040.05	-7185.48	0.00202389	-0.1	0.006087	0.000334267	10.7127	0.0979514	10.7127	0	0	10.345	10.2393	0.208931	-10.3232	0.628376	0.0201974	-0.997949	0.0607452
0	-13	Box-202	0	-7236.66	4944.05	-7179.59	0.00209623	-0.1	0.00620853	0.000334297	11.0336	0.101239	11.0336	0	0	10.2708	10.1652	0.214828	-10.2483	0.636269	0.0209174	-0.99786	0.0619525
0	-13	Box-201	0	-7234.72	4848.05	-7173.49	0.00187355	-0.1	0.0067577	0.000334401	11.3545	0.104546	11.3545	0	0	10.2094	10.1037	0.1908	-10.1839	0.688194	0.0186896	-0.99755	0.0674115
0	-13	Box-200	0	-7233.12	4752.05	-7166.81	0.00141054	-0.1	0.00724815	0.00033449	11.6756	0.10788	11.6756	0	0	10.1286	10.0229	0.142472	-10.1005	0.7321	0.0140671	-0.997285	0.0722847
0	-13	Box-199	0	-7231.85	4656.05	-7159.85	0.00124045	-0.1	0.00726836	0.000334488	11.9967	0.11124	11.9967	0	6.88393e-08	10.0559	9.95028	0.124394	-10.0282	0.728882	0.0123709	-0.997293	0.0724868
0	-13	Box-198	0	-7230.66	4560.05	-7152.73	0.0012244	-0.1	0.00762825	0.000334577	12.3178	0.114625	12.3178	0	0	9.98623	9.88057	0.121901	-9.956	0.759468	0.0122076	-0.997029	0.0760559
0	-13	Box-197	0	-7229.56	4464.05	-7145.26	0.00114882	-0.1	0.00809462	0.000334696	12.6391	0.118036	12.6391	0	0	9.89663	9.79097	0.11331	-9.86316	0.798385	0.01145	-0.996675	0.080677
0	-13	Box-196	0	-7228.6	4368.05	-7137.59	0.000793563	-0.1	0.00784072	0.000334618	12.9603	0.121476	12.9603	0	0	9.82853	9.72288	0.0777501	-9.79759	0.768202	0.0079111	-0.996909	0.0781649
0	-13	Box-195	0	-7227.85	4272.05	-7130	0.000719476	-0.1	0.00790193	0.000334632	13.2816	0.124937	13.2816	0	0	9.76726	9.66161	0.0700489	-9.73609	0.769339	0.00717222	-0.996867	0.0787717
0	-13	Box-194	0	-7227.27	4176.05	-7122.16	0.000512239	-0.1	0.00834827	0.000334749	13.6029	0.128423	13.6029	0	1.09882e-08	9.70002	9.59437	0.0495114	-9.6657	0.806919	0.00510456	-0.99652	0.0831923
0	-13	Box-193	0	-7226.73	4080.05	-7114.1	0.000683463	-0.1	0.00826003	0.000334728	13.9243	0.131933	13.9243	0	0	9.63058	9.52492	0.0655925	-9.59709	0.792723	0.00681127	-0.996583	0.082318
0	-13	Box-192	0	-7226.21	3984.05	-7106	0.000108084	-0.1	0.00874635	0.000334858	14.2457	0.135465	14.2457	0	9.46557e-08	9.56722	9.46156	0.0103007	-9.53025	0.833549	0.00107673	-0.996196	0.0871308
0	-13	Box-191	0	-7226.08	3888.05	-7097.6	0.000260455	-0.1	0.00880963	0.000334878	14.5671	0.13903	14.5671	0	0	9.46999	9.36433	0.0245683	-9.43283	0.830998	0.00259449	-0.996139	0.0877562
0	-13	Box-190	0	-7225.48	3792.05	-7089.05	0.000878445	-0.1	0.0089615	0.000334935	14.8886	0.14263	14.8886	0	3.54626e-08	9.39835	9.29269	0.0822214	-9.35989	0.838787	0.00874905	-0.99597	0.0892539
0	-13	Box-189	0	-7224.55	3696.05	-7080.47	0.00129287	-0.1	0.00879654	0.000334901	15.2102	0.146257	15.2102	0	1.60055e-07	9.31822	9.21256	0.119992	-9.28101	0.816407	0.0128779	-0.996071	0.0876197
0	-13	Box-188	0	-7223.47	3600.05	-7071.82	0.0009593	-0.1	0.00900268	0.00033495	15.5317	0.149915	15.5317	0	0	9.24884	9.14318	0.0883578	-9.21057	0.829187	0.00955401	-0.995927	0.0896589
0	-13	Box-187	0	-7222.42	3504.05	-7063.08	0.00139022	-0.1	0.00917406	0.000335019	15.8533	0.153605	15.8533	0	0	9.13038	9.02472	0.126381	-9.09072	0.833988	0.0138427	-0.995723	0.0913482
0	-13	Box-186	0	-7221.01	3408.05	-7054.17	0.00148034	-0.1	0.00947029	0.000335116	16.175	0.157339	16.175	0	0	9.0635	8.95784	0.133549	-9.02154	0.854366	0.0147359	-0.995438	0.0942708
0	-13	Box-185	0	-7219.34	3312.05	-7045.05	0.00186126	-0.1	0.00961677	0.000335184	16.4967	0.1611	16.4967	0	0	8.99292	8.88726	0.166573	-8.94946	0.86065	0.018524	-0.995237	0.0957097
0	-13	Box-184	0	-7217.65	3216.05	-7035.67	0.00173062	-0.1	0.00998257	0.000335295	16.8185	0.1649	16.8185	0	0	8.89798	8.79232	0.153195	-8.85204	0.883661	0.017218	-0.994907	0.0993172
0	-13	Box-183	0	-7215.94	3120.05	-7026	0.00196786	-0.1	0.0100248	0.000335324	17.1404	0.168734	17.1404	0	0	8.83272	8.72706	0.172903	-8.78636	0.880816	0.0195767	-0.994822	0.099729
0	-13	Box-182	0	-7214	3024.05	-7016.27	0.00223689	-0.1	0.010109	0.000335372	17.4624	0.172591	17.4624	0	0	8.7676	8.66194	0.195065	-8.72034	0.88154	0.02225	-0.994683	0.100553
0	-13	Box-181	0	-7211.99	2928.05	-7006.44	0.00199968	-0.1	0.0103282	0.00033543	17.7844	0.176508	17.7844	0	3.62115e-08	8.60767	8.50201	0.171168	-8.55979	0.88407	0.019887	-0.994512	0.102715
0	-13	Box-180	0	-7210.22	2832.05	-6996.49	0.0014478	-0.1	0.0103884	0.00033542	18.1064	0.180473	18.1064	0	0	8.54276	8.4371	0.122998	-8.49551	0.882546	0.014399	-0.994544	0.103317
0	-13	Box-179	0	-7208.99	2736.05	-6986.3	0.000451998	-0.1	0.0111019	0.000335643	18.4285	0.184468	18.4285	0	0	8.47984	8.37418	0.0380913	-8.42732	0.93559	0.00449233	-0.993884	0.11034
0	-13	Box-178	0	-7208.62	2640.05	-6975.39	0.0002721	-0.1	0.0118029	0.000335907	18.7508	0.188497	18.7508	0	0	8.41282	8.30716	0.0227316	-8.35414	0.986033	0.00270223	-0.993103	0.117215
